id,time,temp,speed,direction
563,"2023-09-25 09:37:49",16.8,15,48
564,"2023-09-25 09:38:49",16.8,15,48
565,"2023-09-25 09:39:50",16.8,15,48
566,"2023-09-25 09:40:50",16.8,15,48
567,"2023-09-25 09:41:50",16.8,15,48
568,"2023-09-25 09:42:51",16.8,15,48
569,"2023-09-25 09:43:51",16.8,15,48
570,"2023-09-25 09:44:52",16.8,15,48
571,"2023-09-25 09:45:52",17.3,15.2,54
572,"2023-09-25 09:46:52",17.3,15.2,54
573,"2023-09-25 09:47:53",17.3,15.2,54
574,"2023-09-25 09:48:53",17.3,15.2,54
575,"2023-09-25 09:49:54",17.3,15.2,54
576,"2023-09-25 09:50:54",17.3,15.2,54
577,"2023-09-25 09:51:54",17.3,15.2,54
578,"2023-09-25 09:52:55",17.3,15.2,54
579,"2023-09-25 09:53:55",17.3,15.2,54
580,"2023-09-25 09:54:55",17.3,15.2,54
581,"2023-09-25 09:55:56",17.3,15.2,54
582,"2023-09-25 09:56:56",17.3,15.2,54
583,"2023-09-25 09:57:57",17.3,15.2,54
584,"2023-09-25 09:58:57",17.3,15.2,54
585,"2023-09-25 09:59:57",17.3,15.2,54
586,"2023-09-25 10:00:58",17.6,16,54
587,"2023-09-25 10:01:58",17.6,16,54
588,"2023-09-25 10:02:59",17.6,16,54
589,"2023-09-25 10:03:59",17.6,16,54
590,"2023-09-25 10:04:59",17.6,16,54
591,"2023-09-25 10:06:00",17.6,16,54
592,"2023-09-25 10:07:00",17.6,16,54
593,"2023-09-25 10:08:01",17.6,16,54
594,"2023-09-25 10:09:01",17.6,16,54
595,"2023-09-25 10:10:01",17.6,16,54
596,"2023-09-25 10:11:02",17.6,16,54
597,"2023-09-25 10:12:02",17.6,16,54
598,"2023-09-25 10:13:03",17.6,16,54
599,"2023-09-25 10:14:03",17.6,16,54
600,"2023-09-25 10:15:03",18,16.3,59
601,"2023-09-25 10:16:04",18,16.3,59
602,"2023-09-25 10:17:04",18,16.3,59
603,"2023-09-25 10:18:05",18,16.3,59
604,"2023-09-25 10:19:05",18,16.3,59
605,"2023-09-25 10:20:05",18,16.3,59
606,"2023-09-25 10:21:06",18,16.3,59
607,"2023-09-25 10:22:06",18,16.3,59
608,"2023-09-25 10:23:07",18,16.3,59
609,"2023-09-25 10:24:07",18,16.3,59
610,"2023-09-25 10:25:07",18,16.3,59
611,"2023-09-25 10:26:08",18,16.3,59
612,"2023-09-25 10:27:08",18,16.3,59
613,"2023-09-25 10:28:09",18,16.3,59
614,"2023-09-25 10:29:09",18,17.1,55
615,"2023-09-25 10:30:09",18.4,17.3,59
616,"2023-09-25 10:31:10",18.4,17.3,59
617,"2023-09-25 10:32:10",18.4,17.3,59
618,"2023-09-25 10:33:11",18.4,17.3,59
619,"2023-09-25 10:34:11",18.4,17.3,59
620,"2023-09-25 10:35:11",18.4,17.3,59
621,"2023-09-25 10:36:12",18.4,17.3,59
